Title,Budget,Gross,IMDb Rating,Metascore,Reviews,Likes,Success/Flop
Chained Heat,1250000,6149983,5.19,5.19,42,21.523,Success
Bonnie and Clyde,2500000,50700000,7.484,7.484,1405,26.014,Success
Idiocracy,30000000,495303,6.306,6.306,2443,34.761,Flop
Little Women,40000000,216601214,7.902,7.902,5531,26.172,Success
The Mist,18000000,57470220,6.892,6.892,4490,33.609,Success
Poltergeist,10700000,122200000,7.144,7.144,2614,30.651,Success
Ocean's Thirteen,85000000,311312624,6.715,6.715,5742,27.853,Success
Ken Park,1300000,447741,5.839,5.839,453,25.001,Flop
Joy,60000000,101134059,6.511,6.511,3781,28.602,Success
Red Sparrow,69000000,151572634,6.531,6.531,5515,26.405,Success
One Day,15000000,59389433,7.415,7.415,3833,27.548,Success
Jonah Hex,47000000,10539000,4.912,4.912,1302,29.948,Flop
"Paul, Apostle of Christ",5000000,22525668,7.5,7.5,295,32.252,Success
A Star Is Born,36000000,433888866,7.5,7.5,10903,31.147,Success
About Time,12000000,87100449,7.906,7.906,7597,31.991,Success
The Bride of Frankenstein,393750,2000000,7.566,7.566,808,16.985,Success
Step Up 2: The Streets,23000000,150816700,6.692,6.692,2119,25.485,Success
Man on Fire,70000000,130293714,7.443,7.443,4541,34.84,Success
Robin Hood,200000000,321669741,6.381,6.381,4161,34.835,Success
Run Hide Fight,2000000,34561,6.794,6.794,216,26.507,Flop
National Treasure: Book of Secrets,130000000,459242249,6.319,6.319,4666,29.033,Success
Brian Banks,10000000,4300000,7.277,7.277,179,33.241,Flop
The Big Chill,8000000,56400000,6.897,6.897,488,23.478,Success
Magic Mike,7000000,167221571,6.2,6.2,2724,27.479,Success
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,262552893,6.749,6.749,4836,16.127,Success
The Color Purple,15000000,146292000,7.762,7.762,1492,26.973,Success
The Terminal,60000000,219417255,7.332,7.332,7067,33.87,Success
American Gangster,100000000,266465037,7.576,7.576,4825,34.693,Success
On Her Majesty's Secret Service,6000000,64574493,6.581,6.581,1626,25.164,Success
Star Trek: Nemesis,60000000,67312826,6.3,6.3,1247,23.714,Success
The Accountant,44000000,155160045,7.06,7.06,5518,34.646,Success
The Tourist,100000000,278731369,6.182,6.182,5012,26.564,Success
Midnight Sun,2800000,27365467,7.801,7.801,3174,25.466,Success
Pokémon the Movie 2000,30000000,163649270,6.66,6.66,749,26.706,Success
The Wild,80000000,102338515,5.538,5.538,936,23.957,Success
Remember the Titans,30000000,136706683,7.6,7.6,2347,29.055,Success
Jaws 3-D,20500000,87987055,4.448,4.448,1106,30.451,Success
Blockers,21000000,94017294,6.291,6.291,1823,19.957,Success
Dragonball Evolution,30000000,58228460,2.891,2.891,1865,31.299,Success
Hummingbird,20000000,8352885,6.176,6.176,1515,25.951,Flop
Curse of Chucky,5000000,3800000,5.9,5.9,1372,24.15,Flop
Flash Point,8000000,6177725,6.959,6.959,283,23.947,Flop
The Favourite,15000000,95918706,7.539,7.539,4756,18.404,Success
A Walk to Remember,11800000,47494916,7.741,7.741,3726,31.391,Success
Mortal Kombat,18000000,122195920,5.824,5.824,2003,28.838,Success
Invasion,8819200,32104054,6.932,6.932,701,27.197,Success
Seven Years in Tibet,70000000,131457682,7.172,7.172,2534,26.633,Success
The Lost Boys,8500000,32222567,7.058,7.058,1729,19.18,Success
The Change-Up,52000000,75450437,6.1,6.1,2492,31.681,Success
Lifeforce,25000000,11603545,6.313,6.313,482,31.178,Flop
Overboard,22000000,26713187,6.817,6.817,731,30.178,Success
You Only Live Twice,9500000,111584787,6.554,6.554,1889,31.876,Success
Live Free or Die Hard,110000000,383531464,6.602,6.602,5252,34.29,Success
Truth or Dare,3500000,95330493,5.971,5.971,3694,25.932,Success
Blue Streak,65000000,117758500,6.471,6.471,1300,24.469,Success
Spy,65000000,235666219,6.83,6.83,5574,34.247,Success
GoldenEye,58000000,352194034,6.872,6.872,3451,28.568,Success
Kill Bill: Vol. 2,30000000,152159461,7.879,7.879,12679,29.016,Success
Fear and Loathing in Las Vegas,18500000,10680275,7.224,7.224,4143,26.613,Flop
Safe,30000000,40346186,6.5,6.5,2171,31.414,Success
Driving Miss Daisy,7500000,145793296,7.225,7.225,1381,27.311,Success
Crawl,13500000,91542097,6.313,6.313,2758,28.372,Success
2 Guns,61000000,131940411,6.531,6.531,3746,24.112,Success
Zathura: A Space Adventure,65000000,65079104,6.399,6.399,2928,21.91,Success
Sleepy Hollow,100000000,206071502,7.167,7.167,6073,27.308,Success
Ghostbusters II,37000000,215394738,6.532,6.532,3828,27.057,Success
Martyrs,6500000,1100000,7.34,7.34,2331,28.656,Flop
Turbo,135000000,282570682,6.174,6.174,2945,26.508,Success
Waiting...,3000000,18637690,6.26,6.26,691,24.806,Success
I Still Know What You Did Last Summer,65000000,40002112,5.32,5.32,1303,25.104,Flop
Chaos Walking,125000000,26508132,6.652,6.652,2045,25.823,Flop
Panic Room,48000000,197079546,6.752,6.752,4419,22.552,Success
Us,20000000,256067149,6.974,6.974,6620,25.812,Success
Infinite Storm,4749917,1564696,6.0,6.0,168,30.941,Flop
The Hunt,14000000,10550350,6.659,6.659,2743,33.113,Flop
Judgment at Nuremberg,3000000,10000000,8.05,8.05,656,19.396,Success
The Fly,15000000,60629159,7.379,7.379,3826,33.999,Success
Donnie Darko,6000000,7500000,7.783,7.783,11279,33.991,Success
Storks,70000000,182379278,6.636,6.636,2100,25.646,Success
The Theory of Everything,15000000,123726688,7.863,7.863,9935,33.928,Success
The Little Things,30000000,29942746,6.324,6.324,2049,23.555,Flop
Notting Hill,42000000,363889678,7.262,7.262,5438,33.907,Success
Countdown,6500000,48021766,6.308,6.308,1834,23.045,Success
The Mummy,125000000,409231607,5.506,5.506,6626,30.967,Success
Marry Me,23000000,44000000,6.835,6.835,777,30.669,Success
National Treasure,100000000,347512318,6.603,6.603,5722,27.031,Success
Lone Survivor,40000000,149295601,7.43,7.43,3832,28.733,Success
Igor,25000000,30700000,5.999,5.999,515,28.381,Success
Training Day,45000000,104876233,7.476,7.476,5208,27.229,Success
The Time Machine,80000000,123729176,6.209,6.209,2003,22.528,Success
The Hunt for Red October,30000000,200512643,7.387,7.387,2871,33.842,Success
Original Sin,42000000,35402320,6.1,6.1,719,25.375,Flop
Empire of the Sun,35000000,66700000,7.507,7.507,1690,21.572,Success
Superman III,39000000,75850624,5.486,5.486,1501,24.822,Success
Paddington,55000000,259207227,7.058,7.058,3255,25.127,Success
Goldfinger,2500000,124881062,7.351,7.351,3171,27.321,Success
Anger Management,75000000,195745823,6.124,6.124,2777,24.129,Success
The Firm,42000000,270248367,6.7,6.7,1750,22.869,Success
The Three Stooges,30000000,54819301,5.8,5.8,498,32.369,Success
Undisputed,20000000,14946150,6.5,6.5,621,32.867,Flop
Red Dawn,65000000,44806783,5.654,5.654,1422,26.317,Flop
There's Something About Mary,23000000,369884651,6.6,6.6,4492,28.86,Success
Mr. Deeds,50000000,171269535,5.834,5.834,2011,20.507,Success
AVP: Alien vs. Predator,70000000,177427090,5.886,5.886,3902,28.739,Success
Tropic Thunder,92000000,195702811,6.623,6.623,5445,31.156,Success
The Commuter,30000000,119942387,6.346,6.346,4035,23.058,Success
Overlord,38000000,41657844,6.701,6.701,2560,29.607,Success
Saw V,10800000,113864059,6.152,6.152,3004,27.049,Success
The Dictator,65000000,179379533,6.169,6.169,5293,26.193,Success
War Horse,66000000,177584879,7.291,7.291,3093,29.592,Success
Father There Is Only One,3400000,15894372,7.7,7.7,654,24.85,Success
"O Brother, Where Art Thou?",26000000,71870729,7.328,7.328,3680,27.537,Success
Breakthrough,14000000,49231674,7.631,7.631,965,23.047,Success
Conan the Barbarian,90000000,63523283,5.301,5.301,1703,33.459,Flop
All Dogs Go to Heaven,13800000,27100027,6.745,6.745,907,30.335,Success
The Losers,25000000,23580000,6.28,6.28,1617,33.454,Flop
Cool Hand Luke,3200000,16217773,7.745,7.745,1222,23.88,Success
Heaven & Earth,33000000,5864949,6.706,6.706,215,15.278,Flop
The Dark Tower,60000000,113231078,5.676,5.676,4589,26.236,Success
The Living Daylights,40000000,191185897,6.493,6.493,1526,29.778,Success
Hot Fuzz,12000000,80573774,7.55,7.55,6776,22.83,Success
Octopussy,27500000,187500000,6.317,6.317,1704,25.277,Success
Hugo,170000000,185770160,7.176,7.176,6645,23.729,Success
The Pelican Brief,45000000,195268056,6.607,6.607,1337,23.175,Success
The Brothers Grimm,88000000,105316267,5.79,5.79,2484,23.273,Success
Monkey King: Hero Is Back,10000000,150000000,6.909,6.909,230,24.323,Success
Breakfast at Tiffany's,2500000,9500000,7.684,7.684,3814,30.268,Success
Scoob!,90000000,28588425,7.134,7.134,1535,29.084,Flop
What's Eating Gilbert Grape,11000000,10032765,7.677,7.677,3527,30.667,Flop
Universal Soldier: Regeneration,14000000,875386,5.607,5.607,384,26.568,Flop
Underworld: Rise of the Lycans,35000000,92158961,6.495,6.495,3258,33.275,Success
Walking Tall,56000000,57223890,6.3,6.3,1331,24.666,Success
Jumanji,65000000,262821940,7.238,7.238,9647,21.484,Success
Benedetta,24350000,2652725,6.707,6.707,794,23.037,Flop
Friday the 13th: A New Beginning,2200000,21930418,5.297,5.297,966,21.761,Success
Abominable,75000000,190304772,7.521,7.521,1823,28.821,Success
End of Watch,7000000,48126384,7.3,7.3,2876,23.716,Success
The Darkest Hour,30000000,64626786,5.287,5.287,1304,26.81,Success
Evolution,80000000,98376292,6.048,6.048,1973,27.998,Success
Pride and Prejudice and Zombies,28000000,16457494,6.149,6.149,1995,30.5,Flop
The Sound of Music,8200000,286214286,7.705,7.705,2907,29.293,Success
Hachi: A Dog's Tale,16000000,46749646,8.006,8.006,6139,33.057,Success
The School of the Magical Animals,11700000,13128530,6.094,6.094,53,27.16,Success
Jackass Forever,10000000,80340218,6.845,6.845,625,21.824,Success
The Way of the Dragon,130000,27000000,7.414,7.414,973,31.686,Success
Paranormal Activity,215000,193355800,5.992,5.992,4578,32.99,Success
I Am Dragon,18000000,10495305,7.201,7.201,321,32.984,Flop
The Untouchables,25000000,76270454,7.77,7.77,5060,32.984,Success
Overdrive,28210303,7793,6.069,6.069,849,20.988,Flop
Revolutionary Road,35000000,75981180,6.968,6.968,3471,28.633,Success
Outlander,50000000,7033683,6.396,6.396,1106,31.282,Flop
The Irishman,159000000,968853,7.622,7.622,6059,23.692,Flop
Roman Holiday,1500000,12000000,7.89,7.89,1767,31.13,Success
Tag,28000000,75100000,6.694,6.694,2794,30.338,Success
Mulholland Drive,15000000,20271129,7.831,7.831,5487,30.478,Success
The Descent: Part 2,6000200,7048886,5.887,5.887,963,20.229,Success
Antz,60000000,171757863,6.137,6.137,4047,27.676,Success
The Wild Bunch,6244087,638641,7.642,7.642,1027,22.224,Flop
The Babadook,2000000,10312540,6.515,6.515,5505,27.677,Success
Home Alone 3,32000000,79082515,5.271,5.271,2698,32.873,Success
Step Up 3D,30000000,159291809,6.823,6.823,1775,21.525,Success
The Transporter Refueled,25000000,72629670,5.516,5.516,1352,32.851,Success
Spy Kids: All the Time in the World,27000000,85564310,4.7,4.7,873,24.271,Success
Basic Instinct,49000000,352927224,6.89,6.89,3361,32.826,Success
Cobra,25000000,49042224,6.051,6.051,1511,27.217,Success
Who Framed Roger Rabbit,70000000,329803958,7.514,7.514,5081,32.82,Success
True Lies,115000000,378882411,7.042,7.042,3560,32.785,Success
Eden Lake,12850990,3984669,6.804,6.804,1512,30.711,Flop
Office Space,10000000,12827813,7.375,7.375,2580,24.759,Success
Step Up,12000000,114194847,6.88,6.88,3445,24.26,Success
War Dogs,40000000,86234523,6.895,6.895,4389,28.413,Success
The Nutcracker and the Four Realms,120000000,59522646,6.08,6.08,1959,32.014,Flop
The Grudge,10000000,183474602,5.877,5.877,2642,28.954,Success
Uncut Gems,19000000,50020902,7.135,7.135,4130,25.112,Success
"Me, Myself & Irene",51000000,149270999,6.587,6.587,3410,32.658,Success
Death Wish,30000000,34017028,6.131,6.131,2320,26.253,Success
Mamma Mia!,52000000,609841637,6.966,6.966,5891,23.996,Success
The Witch: Part 1. The Subversion,5500000,24340302,7.831,7.831,411,27.25,Success
Jack Ryan: Shadow Recruit,60000000,135511030,6.109,6.109,2605,29.345,Success
The Wind Rises,30000000,117932401,7.777,7.777,2550,23.744,Success
Fiddler on the Roof,9000000,83304330,7.7,7.7,480,23.253,Success
The Long Kiss Goodnight,65000000,89456761,6.616,6.616,1031,32.515,Success
The Eight Hundred,80000000,460919368,7.0,7.0,208,26.199,Success
Showgirls,45000000,20350754,5.522,5.522,1048,23.681,Flop
Only the Brave,38000000,25754775,7.398,7.398,1365,21.237,Flop
Thir13en Ghosts,42000000,68467960,6.224,6.224,1838,27.979,Success
RED 2,84000000,148100000,6.523,6.523,3683,24.431,Success
Bad Boys II,130000000,273339556,6.593,6.593,4830,32.431,Success
Bridget Jones's Diary,25000000,281929795,6.746,6.746,4520,25.976,Success
The November Man,15000000,32556119,6.107,6.107,1341,21.671,Success
Clueless,12000000,56631572,7.283,7.283,3903,32.392,Success
My Little Pony: The Movie,6000000,61294644,7.244,7.244,336,23.978,Success
Conan the Destroyer,18000000,31042035,6.072,6.072,1299,26.419,Success
Overboard,12000000,91244913,6.66,6.66,1262,24.326,Success
Chinese Zodiac,48000000,171339013,6.151,6.151,715,26.97,Success
Brokeback Mountain,14000000,178043761,7.805,7.805,6299,32.344,Success
Ray,40000000,124731534,7.441,7.441,1713,21.113,Success
Monster Trucks,125000000,64493915,6.113,6.113,753,20.468,Flop
Voyagers,20000000,4298184,6.013,6.013,688,27.932,Flop
White Snake,11936735,61631776,7.739,7.739,392,27.47,Success
Ip Man 3,36000000,157029618,6.981,6.981,1496,25.35,Success
Big,18000000,151927281,7.154,7.154,3198,28.408,Success
Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14000000,4.974,4.974,875,24.657,Success
The Fugitive,44000000,368875760,7.46,7.46,3720,27.807,Success
Young & Beautiful,4645437,9757417,6.44,6.44,1093,22.16,Success
Superman II,54000000,190458706,6.734,6.734,2015,23.654,Success
National Lampoon's Christmas Vacation,27000000,71319546,7.22,7.22,2030,29.203,Success
The Guest,5000000,2700051,6.626,6.626,1717,22.455,Flop
Traffic,48000000,207515725,7.067,7.067,1870,26.301,Success
Bad Teacher,20000000,216197492,5.579,5.579,4331,24.602,Success
Lawless,26000000,53676580,7.041,7.041,2783,20.201,Success
Contagion,60000000,137551594,6.632,6.632,5549,22.982,Success
Piranha 3DD,5000000,8493728,4.336,4.336,911,27.648,Success
Minority Report,102000000,358372926,7.338,7.338,7816,31.594,Success
Out of Africa,31000000,227514205,7.168,7.168,1217,23.892,Success
Flipped,14000000,1755212,7.984,7.984,2590,29.693,Flop
Love and Monsters,30000000,1122066,7.346,7.346,3542,26.656,Flop
The Raid,1100000,9148519,7.424,7.424,3006,25.988,Success
Lord of War,50000000,72617068,7.273,7.273,4160,32.059,Success
From Dusk Till Dawn,19000000,25836616,7.009,7.009,5294,29.535,Success
The Host,44000000,63327201,6.289,6.289,3724,26.637,Success
The Karate Kid Part II,13000000,115103979,6.261,6.261,1906,32.029,Success
Lawrence of Arabia,15000000,69995385,8.0,8.0,2601,22.868,Success
Antichrist,11000000,791867,6.657,6.657,2290,20.882,Flop
Double Impact,15000000,30102717,6.071,6.071,899,24.379,Success
Prom Night,1500000,14796236,5.697,5.697,353,26.677,Success
American Graffiti,777000,140000000,7.046,7.046,1228,28.177,Success
Frankenweenie,39000000,81493846,6.938,6.938,2963,24.879,Success
The Three Musketeers,75000000,132274484,5.801,5.801,2434,31.977,Success
"Three Billboards Outside Ebbing, Missouri",15000000,160192031,8.088,8.088,9236,24.082,Success
Mad Max Beyond Thunderdome,10000000,36230219,6.192,6.192,2469,27.523,Success
Little Fockers,100000000,310650585,5.642,5.642,2972,21.325,Success
Unbroken,65000000,163442937,7.44,7.44,3814,23.174,Success
Alien Resurrection,70000000,162000000,6.126,6.126,4265,24.07,Success
The Little Prince,64000000,97571250,7.611,7.611,2549,20.623,Success
Sky High,35000000,86369815,6.243,6.243,2076,23.669,Success
Brick Mansions,28000000,71416730,5.913,5.913,1405,21.17,Success
Bāhubali 2: The Conclusion,31000000,275947313,7.394,7.394,616,24.922,Success
Catwoman,100000000,82102379,4.589,4.589,3021,22.114,Flop
Maggie,4000000,187112,5.37,5.37,1466,23.264,Flop
mother!,30000000,44516999,6.981,6.981,6171,27.52,Success
Whitney Houston: I Wanna Dance with Somebody,50000000,41000000,7.097,7.097,257,25.965,Flop
Inside Man,45000000,186003591,7.4,7.4,5177,26.06,Success
Footloose,8200000,80035402,6.669,6.669,1786,26.158,Success
The Father,6000000,21029340,8.153,8.153,2665,25.878,Success
Self/less,26000000,31807156,6.405,6.405,2841,22.838,Success
Quest for Camelot,40000000,38172500,6.846,6.846,719,30.409,Flop
School of Rock,35000000,131095990,7.1,7.1,5066,25.405,Success
Rings,25000000,83080890,4.971,4.971,2345,25.111,Success
Dark Shadows,150000000,245527149,6.039,6.039,6653,30.456,Success
Enemy of the State,90000000,250649836,6.995,6.995,3397,31.755,Success
Wild Things,20000000,67200000,6.344,6.344,1501,25.853,Success
The Great Dictator,2000000,11000000,8.343,8.343,2950,22.552,Success
Blood Diamond,100000000,171720398,7.527,7.527,6855,25.202,Success
Poseidon,160000000,181674817,5.84,5.84,1915,22.601,Success
Coyote Ugly,45000000,113916474,6.243,6.243,1856,21.649,Success
Left Behind,16000000,19682924,4.211,4.211,1161,24.644,Success
Any Given Sunday,55000000,100230832,6.8,6.8,1465,18.648,Success
The Happening,60000000,163403799,5.351,5.351,3141,20.097,Success
My Name Is Khan,12000000,42345360,8.053,8.053,1159,25.595,Success
Flashdance,7000000,201500000,6.504,6.504,1273,25.142,Success
Step Up Revolution,33000000,140470746,6.923,6.923,1914,23.894,Success
The League of Extraordinary Gentlemen,78000000,179265204,5.958,5.958,3642,21.292,Success
U.S. Marshals,60000000,102367405,6.476,6.476,1380,23.542,Success
Jarhead,72000000,97076152,6.612,6.612,2547,26.642,Success
Sleepers,44000000,165615285,7.599,7.599,3143,29.84,Success
The Last House on the Left,15000000,32721635,6.465,6.465,1545,30.59,Success
Barnyard,51000000,116476887,5.831,5.831,947,23.639,Success
Horrible Bosses 2,42000000,107670357,6.181,6.181,3803,27.427,Success
Sixteen Candles,6500000,23686027,6.793,6.793,1885,31.597,Success
Bad Lieutenant: Port of Call - New Orleans,25000000,10589102,6.13,6.13,979,22.837,Flop
Cosmic Sin,20000000,349757,4.159,4.159,484,21.405,Flop
Soul Surfer,18000000,47088990,7.1,7.1,1101,22.886,Success
Wild Wild West,170000000,222104681,5.321,5.321,3016,20.334,Success
Jason X,11000000,16951798,4.838,4.838,1165,27.733,Success
Friday the 13th: The Final Chapter,2600000,32980880,6.105,6.105,1117,30.731,Success
Lucky Number Slevin,27000000,56308881,7.477,7.477,3657,25.583,Success
